Word,Lemmas
capital-letter,capitalletter;capitalletters;capital letter;capital letters
capitalism,capitalisms
capitalist,capitalists
capitalization,capitalizations
capitalize,capitalized;capitalizing;capitalizes
capitation,capitations
capitol,capitols
capitulate,capitulated;capitulating;capitulates
capitulation,capitulations
cappuccino,cappuccinos
caprice,caprices
capsaicin,capsaicins
capsid,capsids
capsize,capsized;capsizing;capsizes
capstan,capstans
capsule,capsules
captain,captains;captained;captaining;capt;captain
captaincy,captaincies
caption,captions;captioned;captioning
captivate,captivated;captivates;captivating
captive,captives
captivity,captivities
captor,captors
capture,captured;capturing;captures
caput,caputs
capybara,capybaras
car,cars
carafe,carafes
caramel,caramels
caramelize,caramelizes;caramelizing;caramelized
carapace,carapaces
carat,carats
caravan,caravans;caravanning
caraway,caraways
carb,carbs
carbide,carbides
carbine,carbines
carbohydrate,carbohydrates
carbon,carbons
carbon-dioxide,carbondioxide;carbondioxides;carbon dioxide;carbon dioxides
carbon-footprint,carbonfootprint;carbonfootprints;carbon footprint;carbon footprints
carbon-monoxide,carbonmonoxide;carbonmonoxides;carbon monoxide;carbon monoxides
carbonara,carbonaras
carbonate,carbonates;carbonated;carbonating
carbonation,carbonations
carboniferous,carboniferouss
carbonize,carbonized;carbonizes;carbonizing
carbonyl,carbonyls
carboxyl,carboxyls
carbuncle,carbuncles;carbuncled
carburetor,carburetors
carcass,carcasses;carcassed
carcinogen,carcinogens
carcinogenic,carcinogenics
carcinoid,carcinoids
carcinoma,carcinomas
card,cards;carded;carding;cardings
cardamom,cardamoms
cardboard,cardboards
cardholder,cardholders
cardia,cardias
cardiac,cardiacs
cardigan,cardigans
cardinal,cardinals
cardinality,cardinalities
cardiologist,cardiologists
cardiology,cardiologies
cardiomyopathy,cardiomyopathies
cardiopulmonary-resuscitation,cardiopulmonaryresuscitation;cardiopulmonaryresuscitations;cardiopulmonary resuscitation;cardiopulmonary resuscitations
care,cared;caring;cares;carings
careen,careening;careened;careens
career,careers;careered;careering
careerist,careerists
carefulness,carefulnesses
caregiver,caregivers
carelessness,carelessnesses
carer,carers
caress,caressing;caressed;caresses
caret,carets
caretaker,caretakers
carful,carfuls
cargo,cargoes;cargos
caribbean,caribbeans
caribou,caribous
caricature,caricatures;caricatured;caricaturing
caricaturist,caricaturists
carillon,carillons
caring,carings
carjack,carjacking;carjacked
carjacker,carjackers
carload,carloads
carmaker,carmakers
carmine,carmines
carnage,carnages
carnation,carnations
carnelian,carnelians
carnival,carnivals
carnivore,carnivores
carob,carobs
carol,carols;carolled;carolling
caroler,carolers
carolina,carolinas
carotene,carotenes
carotenoid,carotenoids
carotid,carotids
carouse,carousing;caroused;carouses
carousel,carousels
carp,carping;carps;carped
carpal,carpals
carpel,carpels
carpenter,carpenters;carpentering;carpentered
carpentry,carpentries
carpet,carpets;carpeted;carpeting
carpetbagger,carpetbaggers
carport,carports
carrack,carracks
carriage,carriages
carriageway,carriageways
carrier,carriers
carrion,carrions
carrot,carrots
carry,carried;carrying;carries;carryed;carrys
carry-weight,carryweight;carryweights;carry weight;carry weights
carrycot,carrycots
cart,carts;carted;carting
cartel,cartels
carter,carters
cartesian,cartesians
carthaginian,carthaginians
carthorse,carthorses
cartilage,cartilages
cartload,cartloads
cartographer,cartographers
cartography,cartographies
carton,cartons
cartoon,cartoons;cartooned;cartooning
cartoonist,cartoonists
cartridge,cartridges
cartwheel,cartwheels;cartwheeled;cartwheeling
carve,carved;carving;carves
carver,carvers
carving,carvings
caryatid,caryatids
cascade,cascading;cascades;cascaded
case,cases;casing;cased
casein,caseins
caseload,caseloads
casement,casements
casework,caseworking
cash,cashed;cashing;cashes
cash-machine,cashmachine;cashmachines;cash machine;cash machines
cashew,cashews
cashflow,cashflows
cashier,cashiers;cashiered;cashiering
cashmere,cashmeres
casino,casinos
cask,casks
casket,caskets
caspase,caspases
cassava,cassavas
casserole,casseroles;casseroling;casseroled
cassette,cassettes
cassock,cassocks;cassocked
cassowary,cassowaries;cassowarys
cast,casting;casts
cast-your-mind-back,castyourmindback;castyourmindbacks;cast your mind back;cast your mind backs
castaway,castaways
caste,castes
castellan,castellans
caster,casters
castigate,castigated;castigating;castigates
castle,castles;castled;castling;castlings
castoff,castoffs
castor,castors
castrate,castrated;castrating;castrates
castration,castrations
castrato,castratos
casual,casuals
casualness,casualnesses
casualty,casualties
casuarina,casuarinas
casuistry,casuistries
cat,cats
catabolism,catabolisms
cataclysm,cataclysms
catacomb,catacombs
catalase,catalases
catalog,catalogs
cataloger,catalogers
catalogue,catalogues;catalogued;cataloguing
catalysis,catalyses
catalyst,catalysts
catalyze,catalyzed;catalyzes;catalyzing
catamaran,catamarans
catapult,catapulted;catapults;catapulting
cataract,cataracts
catarrh,catarrhs;catarrhed
catastrophe,catastrophes
catatonia,catatonias
catcall,catcalls
catch,caught;catching;catches;catched
catch-fire,catchfire;catchfires;catch fire;catch fires
catch-on,catchon;catchons;catch on;catch ons
catch-up,catchup;catchups;catch up;catch ups
catch-your-breath,catchyourbreath;catchyourbreaths;catch your breath;catch your breaths
catchall,catchalls
catcher,catchers
catchment,catchments
catchphrase,catchphrases
catchword,catchwords
catchy,catchiest;catchier
catechesis,catecheses
catechism,catechisms
catechist,catechists
catecholamine,catecholamines
categorization,categorizations
categorize,categorized;categorizing;categorizes
category,categories
cater,catering;catered;caters
caterer,caterers
catering,caterings
caterpillar,caterpillars
catfish,catfishes;catfish
catharsis,catharses
cathartic,cathartics
cathedral,cathedrals
catheter,catheters
catheterization,catheterizations
cathode,cathodes
catholic,catholics
catholicism,catholicisms
cation,cations
catkin,catkins
catnap,catnaps;catnapped;catnapping
catnip,catnips
catsup,catsups
cattail,cattails
cattle,cattles
cattleman,cattlemen
catty,cattier;cattiest
catwalk,catwalks
caucus,caucuses
cauda,caudas
caudate,caudates
cauldron,cauldrons
cauliflower,cauliflowers
caulk,caulked;caulking;caulks
causality,causalities
causation,causations
causative,causatives
cause,caused;causes;causing;causings
causeway,causeways;causewayed
caustic,caustics
cauterize,cauterized;cauterizes;cauterizing
caution,cautioned;cautions;cautioning
cautious,cautiouss
cavalcade,cavalcades
cavalier,cavaliers
cavalry,cavalries
cavalryman,cavalrymen
cave,caves;caved;caving;cavings
caveat,caveats
caveman,cavemen
caver,cavers
cavern,caverns
caviar,caviars
cavil,cavils;cavilling;cavilled
cavity,cavities
cavort,cavorting;cavorted;cavorts
caw,cawing;caws;cawed
cayenne,cayennes
cayman,caymans
cc,ccs
cd,cds
cd-player,cdplayer;cdplayers;cd player;cd players
cease,ceased;ceases;ceasing
ceasefire,ceasefires
cecum,cecums
cedar,cedars
cede,ceded;ceding;cedes
ceil,ceils;ceiling
ceilidh,ceilidhs;ceilidhing
ceiling,ceilings
celebrant,celebrants
celebrate,celebrated;celebrating;celebrates
celebration,celebrations
celebrity,celebrities
celecoxib,celecoxibs
celeriac,celeriacs
celery,celeries
celibacy,celibacies
celibate,celibates
cell,cells
cell-phone,cellphone;cellphones;cell phone;cell phones
cellar,cellars
cellblock,cellblocks
cellist,cellists
cello,cellos
cellophane,cellophanes
cellphone,cellphones
cellulite,cellulites
celluloid,celluloids
cellulose,celluloses;cellulose
cellulosic,cellulosics
celsius,celsiuss
celt,celts
cement,cements;cemented;cementing
cemetery,cemeteries
cenotaph,cenotaphs
censer,censers
censor,censored;censors;censoring;censorings
censorship,censorships
censure,censured;censures;censuring
census,censuses
cent,cents
centaur,centaurs
centavo,centavos
centenarian,centenarians
centenary,centenaries
centennial,centennials
center,centers;centered;centering;centerings;centre;centres;centred;centring;centrings
centerpiece,centerpieces
centesimal,centesimals
centime,centimes
centimeter,centimeters
centimetre,centimetres
centipede,centipedes
central,centrals
central-heating,centralheating;centralheatings;central heating;central heatings
centralism,centralisms
centralist,centralists
centrality,centralities
centralization,centralizations
centralize,centralized;centralizing;centralizes
centre,centres;centred;centring
centrifugation,centrifugations
centrifuge,centrifuged;centrifuges;centrifuging
centriole,centrioles
centroid,centroids
centromere,centromeres
centrosome,centrosomes
centrum,centrums
centurion,centurions
century,centuries
cephalopod,cephalopods
ceramic,ceramics
cercaria,cercarias
cereal,cereals
cerebellum,cerebellums
cerebrate,cerebrates;cerebrating;cerebrated
cerebrum,cerebrums;cerebra
ceremonial,ceremonials
ceremony,ceremonies
cerise,cerises
cero,ceroes
cert,certs
certain,certainly;certainty;uncertain;uncertainly;uncertainty
certainly-not,certainlynot;certainlynots;certainly not;certainly nots
certainty,certainties
certificate,certificates;certificated;certificating
certification,certifications
certify,certified;certifying;certifies
certiorari,certioraris
certitude,certitudes
cervix,cervixes;cervices
cesarean,cesareans
cesium,cesiums
cessation,cessations
cession,cessions
cesspool,cesspools
cetacean,cetaceans
chabazite,chabazites
chad,chads
chafe,chafed;chafing;chafes
chaff,chaffing;chaffed;chaffs
chaffinch,chaffinches
chagrin,chagrins;chagrining;chagrined
chain,chains;chained;chaining
chain-of-custody,chainofcustody;chainofcustodys;chain of custody;chain of custodys
chainsaw,chainsaws;chainsawed
chair,chairs;chaired;chairing;chairings
chairlift,chairlifts
chairman,chairmen
chairmanship,chairmanships
chairperson,chairpersons
chairwoman,chairwomen
chaise,chaises
chalcedony,chalcedonies
chaldean,chaldeans
chalet,chalets
chalice,chalices
chalk,chalked;chalks;chalking
chalkboard,chalkboards
chalky,chalkier;chalkiest
challenge,challenged;challenges;challenging
challenger,challengers
chamber,chambers
chamberlain,chamberlains
chambermaid,chambermaids;chambermaiding
chameleon,chameleons
chamfer,chamfers;chamfering;chamfered
chamois,chamois
chamomile,chamomiles
champ,champs;champing;champed
champagne,champagnes
champion,champions;championed;championing
championship,championships
chance,chances;chanced;chancing;chancings
chancel,chancels
chancellor,chancellors
chancellorship,chancellorships
chancery,chanceries
chancy,chanciest;chancier
chandelier,chandeliers
chandler,chandlers
change,changes;changed;changing;changings
change-the-subject,changethesubject;changethesubjects;change the subject;change the subjects
change-your-mind,changeyourmind;changeyourminds;change your mind;change your minds
changeling,changelings
changeover,changeovers
changer,changers
channel,channels;channelled;channelling
chanson,chansons
chant,chanting;chanted;chants;chantings
chanterelle,chanterelles
chantry,chantries
chaos,chaos
chap,chaps;chapping;chapped
chapel,chapels
chaperon,chaperoned;chaperons;chaperoning
chaperone,chaperones;chaperoning;chaperoned
chaplain,chaplains
chaplaincy,chaplaincies
chapman,chapmen
chapter,chapters
char,charred;charring;chars
character,characters
characteristic,characteristics
characterization,characterizations;characterisation;characterisations
characterize,characterized;characterizes;characterizing
charade,charades
charcoal,charcoals;charcoaled;charcoaling
chard,chards
chardonnay,chardonnays
charge,charges;charged;charging
charger,chargers
chariot,chariots
charioteer,charioteers
charisma,charismata
charismatic,charismatics
charitable,charitables
charity,charities
charlatan,charlatans
charles,charless
charlotte,charlottes
charm,charms;charmed;charming
charmer,charmers
charnel,charnels
chart,charts;charted;charting
charter,charters;chartered;chartering
charterer,charterers
chartreuse,chartreuses
charwoman,charwomen
chase,chasing;chased;chases
chaser,chasers
chasm,chasms
chassis,chassis
chasten,chastened;chastening;chastens
chastise,chastised;chastising;chastises
chastisement,chastisements
chastity,chastities
chat,chatting;chatted;chats
chateau,chateaux
chatelaine,chatelaines
chatroom,chatrooms
chattel,chattels
chatter,chattering;chattered;chatters
chatty,chattier;chattiest
chauffeur,chauffeurs;chauffeured;chauffeuring
chauvinism,chauvinisms
chauvinist,chauvinists
chaw,chawing;chaws;chawed
cheap,cheaper;cheapest
cheapen,cheapened;cheapening;cheapens
cheapness,cheapnesses
cheapskate,cheapskates
cheat,cheating;cheated;cheats;cheatings
cheater,cheaters;cheatering
check,checked;checking;checks;checkings
check-in,check-ins;checkin;checkins;check in;check ins
check-out,check-outs;checkout;checkouts;check out;check outs
checkbook,checkbooks
checker,checkers;checkered
checkerboard,checkerboards
checklist,checklists
checkmate,checkmated;checkmating;checkmates
checkout,checkouts
checkpoint,checkpoints
checkup,checkups
cheek,cheeks;cheeked;cheeking
cheekbone,cheekbones
cheeky,cheekiest;cheekier;cheekies
cheep,cheeps;cheeping;cheeped
cheer,cheered;cheers;cheering;cheerings
cheerfulness,cheerfulnesses
cheerio,cheerios
cheerleader,cheerleaders
cheery,cheerier;cheeriest
cheese,cheeses;cheesed
cheeseburger,cheeseburgers
cheesecake,cheesecakes
cheesecloth,cheesecloths
cheesy,cheesies
cheetah,cheetahs
chef,chefs
chelate,chelating;chelates;chelated
chelonian,chelonians
chemical,chemicals
chemiluminescence,chemiluminescences
chemise,chemises
chemist,chemists
chemistry,chemistries
chemosynthesis,chemosyntheses
chemotaxis,chemotaxes
chemotherapy,chemotherapies
chenille,chenilles
cheque,cheques
chequebook,chequebooks;chequebooking
cherish,cherished;cherishes;cherishing
cherokee,cherokees
cheroot,cheroots
cherry,cherries;cherrys
chert,cherts
cherub,cherubs;cherubim
chess,chesses
chessboard,chessboards
chessman,chessmen
chest,chests;chested
chest-of-drawers,chestofdrawers;chestofdrawerss;chest of drawers;chest of drawerss
chesterfield,chesterfields
chestnut,chestnuts
chevron,chevrons;chevroned
chew,chewing;chewed;chews
chewing-gum,chewinggum;chewinggums;chewing gum;chewing gums
chewy,chewier;chewiest
chi,chis
chianti,chiantis
chiaroscuro,chiaroscuroes
chiasmus,chiasmuss
chic,chics
chicago,chicagoes
chicane,chicanes;chicaning;chicaned
chicanery,chicaneries
chick,chicks
chicken,chickens;chickened;chickening;chickenings
chickenpox,chickenpox
chickenshit,chickenshits
chickpea,chickpeas
chickweed,chickweeds
chicory,chicories
chide,chided;chiding;chides;chid;chidded
chief,chiefs
chieftain,chieftains
chieftaincy,chieftaincies
chiffon,chiffons
chignon,chignons
chihuahua,chihuahuas
chilblain,chilblains
child,children;childs;childrens
childbearing,childbearings
childbirth,childbirths
childhood,childhoods
childishness,childishnesses
childlessness,childlessnesses
childminder,childminders
chili,chilis
chill,chilled;chills;chilling
chill-out,chillout;chillouts;chill out;chill outs
chiller,chillers
chilliness,chillinesses
chilly,chillies;chillier;chilliest
chimaera,chimaeras
chime,chimes;chimed;chiming
chimera,chimeras
chimney,chimneys
chimp,chimps
chimpanzee,chimpanzees
chin,chins;chinned
china,chinas
chinchilla,chinchillas
chine,chines;chined;chining
chinese,chinese
chink,chinks;chinking;chinked
chino,chinos
chintz,chintzs
chip,chips;chipped;chipping
chipboard,chipboards
chipmaker,chipmakers
chipmunk,chipmunks
chipper,chippers
chipset,chipsets
chiropodist,chiropodists
chiropractic,chiropractics
chiropractor,chiropractors
chirp,chirped;chirping;chirps
chirpy,chirpier;chirpiest
chirrup,chirrups;chirrupped;chirruping;chirruped
chisel,chisels;chiselled;chiselling
chit,chits;chitted;chitting
chitchat,chitchats;chitchatting;chitchatted
chitin,chitins
chitter,chittering;chittered;chitters
chivalry,chivalries
chive,chives
chlamydia,chlamydias
chloramine,chloramines
chlorate,chlorates
chloride,chlorides
chlorinate,chlorinated;chlorinating;chlorinates
chlorine,chlorines
chlorite,chlorites
chlorofluorocarbon,chlorofluorocarbons
chloroform,chloroforms;chloroforming;chloroformed
chlorophyll,chlorophylls
chloroplast,chloroplasts
chloroquine,chloroquines
chlorpromazine,chlorpromazines
chlortetracycline,chlortetracyclines
choc,chocs
chock,chocks;chocked;chocking
chocolate,chocolates
choice,choices;choicer;choicest
choir,choirs
choirboy,choirboys
choke,choked;choking;chokes
choker,chokers
cholangiography,cholangiographies
cholecystectomy,cholecystectomies
cholera,choleras
choleric,cholerics
cholesterol,cholesterols
choline,cholines
cholinesterase,cholinesterases
chomp,chomping;chomped;chomps
chondrite,chondrites
choose,chosen;chose;choosing;chooses;choosed
choosy,choosier;choosiest
chop,chopped;chops;chopping
chopper,choppers;choppering
choppy,choppier;choppiest
chopstick,chopsticks
choral,chorals
chorale,chorales
chord,chords;chording
